SR,SR_ref
"JAAFAR M, 2012, TOUR HOSP RES","AUGUSTYN MM, 2000, TOURISM MANAGE"
"JAAFAR M, 2012, TOUR HOSP RES","BLANKSON C, 2002, MARKET INTELLIGENCE AND PLANNING"
"JAAFAR M, 2012, TOUR HOSP RES","BUHALIS D, 1998, INT. J. CONTEMP. HOSPITALITY MANAGE"
"JAAFAR M, 2012, TOUR HOSP RES","BYGRAVE WD, 1993, J BUS VENTURING"
"JAAFAR M, 2012, TOUR HOSP RES","CARSON D, 1996, ANN INT COUNC SMALL"
"JAAFAR M, 2012, TOUR HOSP RES","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH"
"JAAFAR M, 2012, TOUR HOSP RES","CARSON DJ, 1993, JOURNAL OF MARKETING MANAGEMENT"
"JAAFAR M, 2012, TOUR HOSP RES","CHRISTOPHER ML, 2002, URBAN TOURISM VISITO"
"JAAFAR M, 2012, TOUR HOSP RES","COLLINSON E, 2001, MANAGEMENT DECISION"
"JAAFAR M, 2012, TOUR HOSP RES","COVIELLO NE, 2000, J BUS VENTURING"
"JAAFAR M, 2012, TOUR HOSP RES","DAY J, 1998, LONG RANGE PLANN"
"JAAFAR M, 2012, TOUR HOSP RES","DONNELL A, 2001, J MANAGEMENT DECISIO"
"JAAFAR M, 2012, TOUR HOSP RES","FILLIS I, 2010, J RES MARK ENTREP"
"JAAFAR M, 2012, TOUR HOSP RES","FRAZIER BJ, 2004, J DEV ENTREP"
"JAAFAR M, 2012, TOUR HOSP RES","GADDEFORS J, 2005, J ENTERPRISING CULT"
"JAAFAR M, 2012, TOUR HOSP RES","GETZ D, 2005, ANN TOURISM RES"
"JAAFAR M, 2012, TOUR HOSP RES","GILMORE A, 2001, MARKETING INTELLIGEN"
"JAAFAR M, 2012, TOUR HOSP RES","GLANCEY K, 1997, INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT"
"JAAFAR M, 2012, TOUR HOSP RES","GRAY C, 2002, J SMALL BUS ENTERP D"
"JAAFAR M, 2012, TOUR HOSP RES","GUNGAPHUL MRIDULA, 2009, JOURNAL OF CHINESE ENTREPRENEURSHIP"
"JAAFAR M, 2012, TOUR HOSP RES","GUNN CL, 1994, TRAVEL IN TOURISM AND HOSPITALITY RESEARCH: A HANDBOOK FOR MANAGERS AND RESEARCHERS"
"JAAFAR M, 2012, TOUR HOSP RES","HANNIGAN J, 1998, FANTASY CITY"
"JAAFAR M, 2012, TOUR HOSP RES","HILLS J, 1996, RESEARCH AT THE MARKETING/ENTREPRENEURSHIP INTERFACE"
"JAAFAR M, 2012, TOUR HOSP RES","JAAFAR M, 2011, WORLD APPLIED SCIENCES JOURNAL"
"JAAFAR M, 2012, TOUR HOSP RES","KOTLER P, 1984, MARKETING MANAGEMENT"
"JAAFAR M, 2012, TOUR HOSP RES","KRIPPENDORF J, 1987, THE HOLIDAY MAKERS"
"JAAFAR M, 2012, TOUR HOSP RES","KURATKO D, 1995, ENTREPRENEURSHIP INT"
"JAAFAR M, 2012, TOUR HOSP RES","KURATKO DF, 1995, ENTREPRENEURSHIP: A CONTEMPORARY APPROACH"
"JAAFAR M, 2012, TOUR HOSP RES","LEONG CHOONCHIANG LEONG CHOONCHIANG, 2001, JOURNAL OF VACATION MARKETING"
"JAAFAR M, 2012, TOUR HOSP RES","LI E, 1997, INFORMATION RESOURCES MANAGEMENT JOURNAL"
"JAAFAR M, 2012, TOUR HOSP RES","MAIDEEN SA, 2010, THESIS"
"JAAFAR M, 2012, TOUR HOSP RES","MEDINA-MUNOZ D, 2000, ANN TOURISM RES"
"JAAFAR M, 2012, TOUR HOSP RES","MEDLIK S, 1973, TOURISM AND MARKETING"
"JAAFAR M, 2012, TOUR HOSP RES","MORRISON A, 1999, INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT"
"JAAFAR M, 2012, TOUR HOSP RES","MUTCH A, 1998, MANAGEMENT SMALL TOU"
"JAAFAR M, 2012, TOUR HOSP RES","NORTH D, 2006, EUR PLAN STUD"
"JAAFAR M, 2012, TOUR HOSP RES","PAGE SJ, 1999, TOURISM MANAGE"
"JAAFAR M, 2012, TOUR HOSP RES","REIJONEN H, 2008, MANAGEMENT RESEARCH NEWS"
"JAAFAR M, 2012, TOUR HOSP RES","ROJSEK L, 2004, P INT COUNC SMALL BU"
"JAAFAR M, 2012, TOUR HOSP RES","RUSSELL R, 2004, ANN TOURISM RES"
"JAAFAR M, 2012, TOUR HOSP RES","RUSSELL R, 1999, TOURISM MANAGE"
"JAAFAR M, 2012, TOUR HOSP RES","SAAID SM, 2009, STARBIZWEEK STA 0124"
"JAAFAR M, 2012, TOUR HOSP RES","SCHROEDER T, 2003, BACKGROUND AND MOTIVATIONS OF RESOURCE-BASED TOURISM OPERATORS IN THE NORTHERN GREAT PLAINS: A QUALITATIVE STUDY"
"JAAFAR M, 2012, TOUR HOSP RES","SHAW G, 1998, EC GEOGRAPHY TOURIST"
"JAAFAR M, 2012, TOUR HOSP RES","SIMPSON M, 2006, INT J ENTREP BEHAV R"
"JAAFAR M, 2012, TOUR HOSP RES","SIU W, 1998, EUROPEAN JOURNAL OF MARKETING"
"JAAFAR M, 2012, TOUR HOSP RES","STOKES D, 2002, J SMALL BUS ENTERP D"
"JAAFAR M, 2012, TOUR HOSP RES","TELFER DJ, 2001, TOURISM MANAGE"
"JAAFAR M, 2012, TOUR HOSP RES","THOMAS R, 1998, THE NATIONAL SURVEY OF SMALL TOURSIM AND HOSPITALITY FIRMS: ANNUAL REPORT 1997-98"
"JAAFAR M, 2012, TOUR HOSP RES","THOMAS R, 2007, TOURISM NEW EUROPE P"
"JAAFAR M, 2012, TOUR HOSP RES","TIMOTHY D J, 1995, JOURNAL OF TOURISM STUDIES"
"JAAFAR M, 2012, TOUR HOSP RES","TSIOTSOU R, 2010, MARK INTELL PLAN"
"JAAFAR M, 2012, TOUR HOSP RES","YOLAL M, 2009, J HOSP MARKET MANAG"
"JAAFAR M, 2012, TOUR HOSP RES","ZAMPETAKIS LA, 2010, J RES MARK ENTREP"
"OURAGINI I, 2024, J KNOWL ECON","AKROUT F, 2010, METHODES EQUATIONS S"
"OURAGINI I, 2024, J KNOWL ECON","ALQAHTANI N, 2022, J RES MARK ENTREP"
"OURAGINI I, 2024, J KNOWL ECON","ALQAHTANI N, 2020, J BUS RES"
"OURAGINI I, 2024, J KNOWL ECON","AMJAD T, 2020, SEISENSE J MANAG"
"OURAGINI I, 2024, J KNOWL ECON","BAKER WE, 2009, J SMALL BUS MANAGE"
"OURAGINI I, 2024, J KNOWL ECON","BARTOLI A, 2015, MANAGEMENT DANS LES ORGANIZATIONS PUBLIQUES"
"OURAGINI I, 2024, J KNOWL ECON","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP"
"OURAGINI I, 2024, J KNOWL ECON","BJERKE B, 2002, ENTREPRENEURIAL MARK"
"OURAGINI I, 2024, J KNOWL ECON","BUSENITZ LW, 1999, THE JOURNAL OF APPLIED BEHAVIORAL SCIENCE"
"OURAGINI I, 2024, J KNOWL ECON","CARMINES E G, 1979, RELIABILITY AND VALIDITY ASSESSMENT"
"OURAGINI I, 2024, J KNOWL ECON","CARSON D, 2000, J MARKET THEORY PRAC"
"OURAGINI I, 2024, J KNOWL ECON","CLARK LA, 1995, PSYCHOL ASSESSMENT"
"OURAGINI I, 2024, J KNOWL ECON","COLLINSON E, 2001, MANAGEMENT DECISION"
"OURAGINI I, 2024, J KNOWL ECON","DAY GS, 1999, J MARKETING"
"OURAGINI I, 2024, J KNOWL ECON","DESHPANDE R, 1993, J MARKETING"
"OURAGINI I, 2024, J KNOWL ECON","FERREIRA CC, 2019, J MARKET MANAG-UK"
"OURAGINI I, 2024, J KNOWL ECON","GEORGOPOULOS BS, 1957, AM SOCIOL REV"
"OURAGINI I, 2024, J KNOWL ECON","GILMORE A, 1999, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP"
"OURAGINI I, 2024, J KNOWL ECON","GLIGA G, 2023, J BUS RES"
"OURAGINI I, 2024, J KNOWL ECON","GONTUR S, 2023, J PRODUCTION OPERATI"
"OURAGINI I, 2024, J KNOWL ECON","GRUBER M, 2004, SCHMALENBACH BUS REV"
"OURAGINI I, 2024, J KNOWL ECON","HACIOGLU G, 2012, PROCD SOC BEHV"
"OURAGINI I, 2024, J KNOWL ECON","HAMALI S, 2016, INFLUENCE ENTREPRENE"
"OURAGINI I, 2024, J KNOWL ECON","HAMALI S, 2015, DEVELOPING COUNTRY STUDIES"
"OURAGINI I, 2024, J KNOWL ECON","HANAYSHA J R, 2022, SUSTAINABILITY-BASEL"
"OURAGINI I, 2024, J KNOWL ECON","HENDRICKSON L, 2015, EMPLOYMENT DYNAMICS"
"OURAGINI I, 2024, J KNOWL ECON","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP"
"OURAGINI I, 2024, J KNOWL ECON","HILLS G E, 2006, MARKETING-BROADENING THE HORIZON"
"OURAGINI I, 2024, J KNOWL ECON","HILLS GE, 2008, RENCONTRES ST GALL 2"
"OURAGINI I, 2024, J KNOWL ECON","HILLS GE, 2008, J SMALL BUS MANAGE"
"OURAGINI I, 2024, J KNOWL ECON","HINKIN TR, 1998, ORGAN RES METHODS"
"OURAGINI I, 2024, J KNOWL ECON","HULTMAN CM, 2003, J MARKET THEORY PRAC"
"OURAGINI I, 2024, J KNOWL ECON","IONITA D, 2012, MANAGEMENT MARKETING"
"OURAGINI I, 2024, J KNOWL ECON","ISMAIL M, 2018, INTERNATIONAL JOURNAL OF ACADEMIC RESEARCH IN BUSINESS AND SOCIAL SCIENCES"
"OURAGINI I, 2024, J KNOWL ECON","VEM LJ, 2022, INTERNATIONAL JOURNAL OF BUSINESS MANAGEMENT AND ECONOMICS"
"OURAGINI I, 2024, J KNOWL ECON","JUYAL SA, 2022, ACAD MARKETING STUDI"
"OURAGINI I, 2024, J KNOWL ECON","KING ABDULAZIZ UNIVERSITY SAUDI ARABIA, 2018, EURASIAN JOURNAL OF BUSINESS AND MANAGEMENT"
"OURAGINI I, 2024, J KNOWL ECON","KOTLER PK, 2003, MARK MANAG"
"OURAGINI I, 2024, J KNOWL ECON","KRAUS S, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"OURAGINI I, 2024, J KNOWL ECON","KURGUN H, 2011, EUROPEAN J SOCIAL SC"
"OURAGINI I, 2024, J KNOWL ECON","LI YH, 2009, IND MARKET MANAG"
"OURAGINI I, 2024, J KNOWL ECON","LOEHLIN JOHNC, 1998, LATENT VARIABLE MODELS"
"OURAGINI I, 2024, J KNOWL ECON","LUMPKIN GT, 1996, ACAD MANAGE REV"
"OURAGINI I, 2024, J KNOWL ECON","MARCUS G, 2005, ["
"OURAGINI I, 2024, J KNOWL ECON","MESSAOUDI AL, 2021, REV ALTERNATIVES MAN"
"OURAGINI I, 2024, J KNOWL ECON","MILES MP, 2006, EUR J MARKETING"
"OURAGINI I, 2024, J KNOWL ECON","MISHRA CS, 2015, GETTING FUNDED PROOF"
"OURAGINI I, 2024, J KNOWL ECON","MORRIS MH, 2002, J MARKET THEORY PRAC"
"OURAGINI I, 2024, J KNOWL ECON","MORRISH S C, 2011, J SMALL BUSINESS ENT"
"OURAGINI I, 2024, J KNOWL ECON","MUGAMBI EN, 2017, INT ACAD J INNOVATIO"
"OURAGINI I, 2024, J KNOWL ECON","NIKOLIC N, 2019, ENTREP RES J"
"OURAGINI I, 2024, J KNOWL ECON","NOOR N A M, 2016, INT REV MANAGEMENT M"
"OURAGINI I, 2024, J KNOWL ECON","OLANNYE AP, 2016, J EMERGING TRENDS EC"
"OURAGINI I, 2024, J KNOWL ECON","OTIKA UDOKA S, 2019, EUROPEAN J BUSINESS"
"OURAGINI I, 2024, J KNOWL ECON","OURAGINI I, 2019, J SMALL BUSINESS ENT"
"OURAGINI I, 2024, J KNOWL ECON","REZVANI M, 2014, INTERNATIONAL JOURNAL OF BASIC SCIENCES AND APPLIED RESEARCH"
"OURAGINI I, 2024, J KNOWL ECON","ROTHAERMEL FT, 2016, ADV STUD ENTREP INNO"
"OURAGINI I, 2024, J KNOWL ECON","SADIKU-DUSHI N, 2019, J BUS RES"
"OURAGINI I, 2024, J KNOWL ECON","SARWOKO E, 2021, ENTREPR BUS ECON REV"
"OURAGINI I, 2024, J KNOWL ECON","SHIN J, 2019, ENTREP RES J"
"OURAGINI I, 2024, J KNOWL ECON","SIMINICA M, 2008, ANN U APULENSIS SERI"
"OURAGINI I, 2024, J KNOWL ECON","STOKES D, 2000, J RES MARKETING ENTR"
"OURAGINI I, 2024, J KNOWL ECON","TAOUAB O, 2019, EUROPEAN SCIENTIFIC JOURNAL"
"OURAGINI I, 2024, J KNOWL ECON","TOGHRAEE M, 2017, INTERNATIONAL JOURNAL OF APPLIED BUSINESS AND ECONOMIC RESEARCH"
"OURAGINI I, 2024, J KNOWL ECON","TYEBJEE TT, 1983, HARVARD BUS REV"
"OURAGINI I, 2024, J KNOWL ECON","VERBONCU I, 2005, MANAGEMENT SI PERFORMANTE"
"OURAGINI I, 2024, J KNOWL ECON","WALLIMAN N, 2011, YOUR RESEARCH PROJECT: DESIGNING AND PLANNING YOUR WORK"
"OURAGINI I, 2024, J KNOWL ECON","WHALEN P, 2016, J STRATEG MARK"
"OURAGINI I, 2024, J KNOWL ECON","ZEEBAREE MR Y, 2017, INTERNATIONAL REVIEW OF MANAGEMENT AND MARKETING"
"MCCARTAN A, 2023, J MARKET EDUC","ALQAHTANI N, 2022, J STRATEG MARK"
"MCCARTAN A, 2023, J MARKET EDUC","AMJAD T, 2020, SEISENSE J MANAG"
"MCCARTAN A, 2023, J MARKET EDUC","ATKIN J L, 2022, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","BACON DR, 2017, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","BARON R, 2018, ESSENTIAL ENTREPRENE"
"MCCARTAN A, 2023, J MARKET EDUC","BEREZAN O, 2023, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","BLOOM BS, 1956, TAXONOMY ED OBJECTIV"
"MCCARTAN A, 2023, J MARKET EDUC","BOCCONCELLI R, 2018, INT J MANAG REV"
"MCCARTAN A, 2023, J MARKET EDUC","BOEKAERTS M, 2009, HDB MOTIVATION SCH"
"MCCARTAN A, 2023, J MARKET EDUC","BRIDGE S, 2010, EDUC TRAIN"
"MCCARTAN A, 2023, J MARKET EDUC","BROOKFIELD SD, 1985, SELF DIRECTED LEARNI"
"MCCARTAN A, 2023, J MARKET EDUC","BURNS P, 2018, NEW VENTURE CREATION: A FRAMEWORK FOR ENTREPRENEURIAL START-UPS"
"MCCARTAN A, 2023, J MARKET EDUC","CARSON G, 2020, J SMALL BUS ENTERP D"
"MCCARTAN A, 2023, J MARKET EDUC","CHAVAN M, 2018, INT J EDUC MANAG"
"MCCARTAN A, 2023, J MARKET EDUC","CHENG R, 2016, J SMALL BUS ENTERP D"
"MCCARTAN A, 2023, J MARKET EDUC","CRICK JM, 2021, EDUC TRAIN"
"MCCARTAN A, 2023, J MARKET EDUC","CRICK JM, 2018, EDUC TRAIN"
"MCCARTAN A, 2023, J MARKET EDUC","CUMMINS D J, 2016, AISHE J ALL IRELAND"
"MCCARTAN A, 2023, J MARKET EDUC","DECI EL, 2000, PSYCHOL INQ"
"MCCARTAN A, 2023, J MARKET EDUC","DECI EL, 2013, INTRINSIC MOTIVATION AND SELF-DETERMINATION IN HUMAN BEHAVIOR"
"MCCARTAN A, 2023, J MARKET EDUC","FAYOLLE A, 2015, J SMALL BUS MANAGE"
"MCCARTAN A, 2023, J MARKET EDUC","FRANCO M, 2014, J SMALL BUS ENTERP D"
"MCCARTAN A, 2023, J MARKET EDUC","FRETSCHNER M, 2013, J SMALL BUS MANAGE"
"MCCARTAN A, 2023, J MARKET EDUC","GIBB A, 2002, INT J MANAG REV"
"MCCARTAN A, 2023, J MARKET EDUC","GILMORE A, 2020, J BUS RES"
"MCCARTAN A, 2023, J MARKET EDUC","GLIGA G, 2023, J BUS RES"
"MCCARTAN A, 2023, J MARKET EDUC","GOLDSTEIN B, 2021, ENTREPRENEURIAL MARK"
"MCCARTAN A, 2023, J MARKET EDUC","HANSEN DJ, 2020, J BUS RES"
"MCCARTAN A, 2023, J MARKET EDUC","HARRIGAN P, 2011, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","HARTLEY P, 2019, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","HILLS GE, 2013, ENTREP RES J"
"MCCARTAN A, 2023, J MARKET EDUC","HISRICH RD, 2018, ENTREPRENEURIAL MARKETING"
"MCCARTAN A, 2023, J MARKET EDUC","HISRICH RD, 2020, ENTREPRENEURSHIP"
"MCCARTAN A, 2023, J MARKET EDUC","HONEA H, 2017, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","HOPKINS CD, 2011, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","KELLER JM, 1987, PERF INSTR"
"MCCARTAN A, 2023, J MARKET EDUC","KLEBBA JM, 2007, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","KOTLER P, 2021, J MACROMARKETING"
"MCCARTAN A, 2023, J MARKET EDUC","KUBBEROD E, 2019, J SMALL BUS ENTERP D"
"MCCARTAN A, 2023, J MARKET EDUC","KURTZKE S, 2021, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","LEMKEN R, 2021, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","LILLY B, 2002, JOURNAL OF MARKETING EDUCATION"
"MCCARTAN A, 2023, J MARKET EDUC","MACHT SA, 2016, EDUC TRAIN"
"MCCARTAN A, 2023, J MARKET EDUC","MASTERSON R, 2021, MARKETING"
"MCCARTAN A, 2023, J MARKET EDUC","MCARTHUR E, 2017, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","MCKEACHIE W, 1984, TEACHING TIPS GUIDEB"
"MCCARTAN A, 2023, J MARKET EDUC","MEANS TB, 1997, ETR&D-EDUC TECH RES"
"MCCARTAN A, 2023, J MARKET EDUC","MORRISH SC, 2010, J STRATEG MARK"
"MCCARTAN A, 2023, J MARKET EDUC","MOUREY JA, 2022, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","NABI G, 2017, ACAD MANAG LEARN EDU"
"MCCARTAN A, 2023, J MARKET EDUC","NIEMIEC CP, 2009, THEORY RES EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","NIJSSEN EJ, 2014, ENTREPRENEURIAL MARKETING: AN EFFECTUAL APPROACH"
"MCCARTAN A, 2023, J MARKET EDUC","O'DONNELL A, 2011, J SMALL BUS ENTERP D"
"MCCARTAN A, 2023, J MARKET EDUC","ORGANIZATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT, 2019, STRENGTH SMES ENTR P"
"MCCARTAN A, 2023, J MARKET EDUC","PACKHAM G, 2010, EDUC TRAIN"
"MCCARTAN A, 2023, J MARKET EDUC","PEPIN M, 2021, J SMALL BUS ENTERP D"
"MCCARTAN A, 2023, J MARKET EDUC","PHILLIPS RA, 2019, 5TH INTERNATIONAL CONFERENCE ON HIGHER EDUCATION ADVANCES (HEAD'19)"
"MCCARTAN A, 2023, J MARKET EDUC","PREEDY S, 2017, IND HIGHER EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","REIJONEN H, 2010, MARK INTELL PLAN"
"MCCARTAN A, 2023, J MARKET EDUC","RIDEOUT EC, 2013, J SMALL BUS MANAGE"
"MCCARTAN A, 2023, J MARKET EDUC","RYAN RM, 2017, SELF-DETERMINATION THEORY: BASIC PSYCHOLOGICAL NEEDS IN MOTIVATION"
"MCCARTAN A, 2023, J MARKET EDUC","RYAN RM, 2000, AM PSYCHOL"
"MCCARTAN A, 2023, J MARKET EDUC","SA E, 2022, J RES MARK ENTREP"
"MCCARTAN A, 2023, J MARKET EDUC","SARWOKO E, 2021, ENTREPR BUS ECON REV"
"MCCARTAN A, 2023, J MARKET EDUC","SCHLEE RP, 2017, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","SCHUHMACHER M C, 2022, ENTREPRENEURSHIP ED"
"MCCARTAN A, 2023, J MARKET EDUC","SHEKHAR P, 2021, INT J STEM EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","SMART DT, 1999, JOURNAL OF MARKETING EDUCATION"
"MCCARTAN A, 2023, J MARKET EDUC","SOUITARIS V, 2007, J BUS VENTURING"
"MCCARTAN A, 2023, J MARKET EDUC","SPILLER L, 2019, J MARKET EDUC"
"MCCARTAN A, 2023, J MARKET EDUC","TUTEN TL, 2020, PRINCIPLES OF MARKETING FOR A DIGITAL AGE"
"MCCARTAN A, 2023, J MARKET EDUC","VAN GELDEREN M, 2010, EDUC TRAIN"
"MCCARTAN A, 2023, J MARKET EDUC","VANSTEENKISTE M, 2009, J EDUC PSYCHOL"
"MCCARTAN A, 2023, J MARKET EDUC","WHALEN P, 2016, J STRATEG MARK"
"MCCARTAN A, 2023, J MARKET EDUC","YUKSEL M, 2021, J MARKET EDUC"
"GROSS N, 2014, J RES MARK ENTREP","ABDNER J, 1988, J SMALL BUS MANAGE"
"GROSS N, 2014, J RES MARK ENTREP","AHRENS T, 2006, ACCOUNT ORG SOC"
"GROSS N, 2014, J RES MARK ENTREP","ALDERSON W, 1965, STRATEGIC PLANNING S"
"GROSS N, 2014, J RES MARK ENTREP","ALDERSON WROE, 1957, MARKETING BEHAV EXEC"
"GROSS N, 2014, J RES MARK ENTREP","ANSOFF HI, 1976, STRATEGIC PLANNING S"
"GROSS N, 2014, J RES MARK ENTREP","ATTUAHENE-GIMA K, 2001, ORGAN SCI"
"GROSS N, 2014, J RES MARK ENTREP","BAKER MJ, 1992, MARKETING STRATEGY M"
"GROSS N, 2014, J RES MARK ENTREP","BARRINGER BR, 1999, STRATEGIC MANAGEMENT JOURNAL"
"GROSS N, 2014, J RES MARK ENTREP","BENNETT R, 1990, SUCCESSFUL BIG BUSIN"
"GROSS N, 2014, J RES MARK ENTREP","BERNSTEIN RICHARD, 1971, PRAXIS ACTION CONT P"
"GROSS N, 2014, J RES MARK ENTREP","BERNSTEIN RICHARD, 1976, RESTRUCTURING SOCIAL"
"GROSS N, 2014, J RES MARK ENTREP","BEVERLAND M, 2006, MARKET RES INT J"
"GROSS N, 2014, J RES MARK ENTREP","BIRD B, 1988, ENTERPRENEURSHIP: THEORY PRACTICE"
"GROSS N, 2014, J RES MARK ENTREP","BJERKE B, 2002, ENTREPRENEURIAL MARK"
"GROSS N, 2014, J RES MARK ENTREP","BOAG DAVID A, 1988, JOURNAL OF SMALL BUSINESS MANAGEMENT"
"GROSS N, 2014, J RES MARK ENTREP","BORDEN NH, 1964, J ADVERTISING RES"
"GROSS N, 2014, J RES MARK ENTREP","BOURDIEU P, 1990, LOGIC PRACTICE"
"GROSS N, 2014, J RES MARK ENTREP","BOURDIEU P, 1990, REPRODUCTION IN EDUCATION"
"GROSS N, 2014, J RES MARK ENTREP","BROCKHAUS RH, 1982, ENCYCLOPEDIA OF ENTREPRENEURSHIP"
"GROSS N, 2014, J RES MARK ENTREP","BROWN JS, 2001, ORGAN SCI"
"GROSS N, 2014, J RES MARK ENTREP","BROWN R, 1986, MARKETING SMALL FIRM"
"GROSS N, 2014, J RES MARK ENTREP","BROWN S, 2003, QUALITATIVE MARKET RESEARCH: AN INTERNATIONAL JOURNAL"
"GROSS N, 2014, J RES MARK ENTREP","BURGELMAN RA, 1983, MANAGE SCI"
"GROSS N, 2014, J RES MARK ENTREP","CARSON D, 1995, J MARKET THEORY PRAC"
"GROSS N, 2014, J RES MARK ENTREP","CARSON D, 1996, MARKETING INTELLIGENCE AND PLANNING"
"GROSS N, 2014, J RES MARK ENTREP","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH"
"GROSS N, 2014, J RES MARK ENTREP","CARSON DJ, 1993, JOURNAL OF MARKETING MANAGEMENT"
"GROSS N, 2014, J RES MARK ENTREP","CARTER M, 2008, HDB ENTREPRENEURSHIP"
"GROSS N, 2014, J RES MARK ENTREP","CHIA R, 2006, ORGAN STUD"
"GROSS N, 2014, J RES MARK ENTREP","COLLERAN JF, 1985, EUR J MARKETING"
"GROSS N, 2014, J RES MARK ENTREP","COLLINSON E, 2001, MANAGEMENT DECISION"
"GROSS N, 2014, J RES MARK ENTREP","COVIELLO NE, 1997, J MARKET MANAG"
"GROSS N, 2014, J RES MARK ENTREP","COVIELLO NE, 2001, J BUS IND MARK"
"GROSS N, 2014, J RES MARK ENTREP","COVIELLO NE, 2002, J MARKETING"
"GROSS N, 2014, J RES MARK ENTREP","COVIELLO NE, 2000, J BUS VENTURING"
"GROSS N, 2014, J RES MARK ENTREP","COVIN J G, 1989, J BUSINESS VENTURING"
"GROSS N, 2014, J RES MARK ENTREP","COVIN JG, 1988, J MANAGE STUD"
"GROSS N, 2014, J RES MARK ENTREP","COVIN JG, 1991, J MANAGE STUD"
"GROSS N, 2014, J RES MARK ENTREP","CROSSAN MM, 1999, ACAD MANAGE REV"
"GROSS N, 2014, J RES MARK ENTREP","DARLING JR, 1977, EUR J MARKETING"
"GROSS N, 2014, J RES MARK ENTREP","DESHPANDE R, 1983, J MARKETING"
"GROSS N, 2014, J RES MARK ENTREP","DESS G, 1997, STRATEGIC MANAGEMENT JOURNAL"
"GROSS N, 2014, J RES MARK ENTREP","DRUCKER PETER, 1954, PRINCIPLES MANAGEMEN"
"GROSS N, 2014, J RES MARK ENTREP","ENGESTROM Y, 1999, PERSPECTIVES ON ACTIVITY THEORY"
"GROSS N, 2014, J RES MARK ENTREP","FELLESSON M, 2011, SCAND J MANAG"
"GROSS N, 2014, J RES MARK ENTREP","FILLEY A C, 1988, VENTURE AGE GROWTH O"
"GROSS N, 2014, J RES MARK ENTREP","FIRAT AF, 1995, EUROPEAN JOURNAL OF MARKETING"
"GROSS N, 2014, J RES MARK ENTREP","FITZSIMONS P, 2008, ENTREPRENEURSHIP IRE"
"GROSS N, 2014, J RES MARK ENTREP","FOUCAULT MICHEL, 1992, THE HISTORY OF SEXUALITY: THE USE OF PLEASURE"
"GROSS N, 2014, J RES MARK ENTREP","GARTNER WB, 1989, AM J SMALL BUSINESS"
"GROSS N, 2014, J RES MARK ENTREP","GOFFMAN E, 1989, J CONTEMP ETHNOGR"
"GROSS N, 2014, J RES MARK ENTREP","GOFFMAN E, 1977, FRAME ANALYSIS: AN ESSAY ON THE ORGANIZATION OF EXPERIENCE"
"GROSS N, 2014, J RES MARK ENTREP","GOFFMANN ERVING, 1974, FRAME ANALYSIS"
"GROSS N, 2014, J RES MARK ENTREP","GOULDING C, 2005, EUR J MARKETING"
"GROSS N, 2014, J RES MARK ENTREP","HANSEN DJ, 2010, J RES MARK ENTREP"
"GROSS N, 2014, J RES MARK ENTREP","HAWES J M, 2006, MARK MANAG"
"GROSS N, 2014, J RES MARK ENTREP","HILL J, 2001, INT J ENTREPRENEURIA"
"GROSS N, 2014, J RES MARK ENTREP","HILL J, 1999, INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOUR AND RESEARCH"
"GROSS N, 2014, J RES MARK ENTREP","HILL J, 2001, MARK INTELL PLAN"
"GROSS N, 2014, J RES MARK ENTREP","HILLS G, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"GROSS N, 2014, J RES MARK ENTREP","HILLS GE, 1992, ENTREP THEORY PRACT"
"GROSS N, 2014, J RES MARK ENTREP","HILLS GE, 2008, J SMALL BUS MANAGE"
