journal_id,SR,year,Rank,Title,Type,Issn,eIssn,SJR,SJR Best Quartile,H index,Total Docs. (1999),Total Docs. (3years),Total Refs.,Total Citations (3years),Citable Docs. (3years),Citations / Doc. (2years),Ref. / Doc.,%Female,Overton,SDG,Country,Region,Publisher,Coverage,Categories,Areas,year.1,journal_abbr,Title_clean
27170.0,"HILL BARRY, 2017, BR J NURS",2017.0,12426.0,BRITISH JOURNAL OF NURSING,journal,09660461,20522819,"0,332",Q2,59.0,,1427.0,6649.0,629.0,895.0,"0,38","14,12","70,50",23.0,0.0,United Kingdom,Western Europe,MA Healthcare Ltd,1992-2025,Nursing (miscellaneous) (Q2),Nursing,2017.0,BR J NURS,
27343.0,"KITCHING J, 2009, J ETHN MIGR STUD",2009.0,4696.0,JOURNAL OF ETHNIC AND MIGRATION STUDIES,journal,14699451,1369183X,"0,795",Q1,122.0,,198.0,3614.0,334.0,192.0,"1,64","42,52","39,84",52.0,0.0,United Kingdom,Western Europe,Routledge,1971-2025,Arts and Humanities (miscellaneous) (Q1); Demography (Q1),Arts and Humanities; Social Sciences,2009.0,J ETHN MIGR STUD,
27567.0,"LUTHRA S, 2014, RENEW SUST ENERG REV",2014.0,650.0,RENEWABLE AND SUSTAINABLE ENERGY REVIEWS,journal,13640321,18790690,"3,030",Q1,464.0,,1730.0,68627.0,15017.0,1719.0,"7,83","82,19","25,10",307.0,0.0,United Kingdom,Western Europe,Elsevier Ltd,1997-2025,"Renewable Energy, Sustainability and the Environment (Q1)",Energy,2014.0,RENEW SUST ENERG REV,
27656.0,"BHAMRA R, 2011, INT J PROD RES",2011.0,3254.0,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,journal,00207543,1366588X,"1,138",Q1,201.0,,1031.0,12913.0,2132.0,1020.0,"1,84","34,81","22,28",27.0,0.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,"1961, 1963-1968, 1970-2025",Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Decision Sciences; Engineering",2011.0,INT J PROD RES,
27667.0,"YOUSSEF MAFM, 2011, MIDDLE EAST FERTIL S",2011.0,23124.0,MIDDLE EAST FERTILITY SOCIETY JOURNAL,journal,11105690,20903251,"0,112",Q4,28.0,,120.0,1523.0,12.0,84.0,"0,11","25,38","33,64",8.0,0.0,Germany,Western Europe,Springer Science and Business Media Deutschland GmbH,1996-2024,Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4),Medicine,2011.0,MIDDLE EAST FERTIL SOC J,
27679.0,"ATUAHENE-GIMA K, 2005, J PROD INNOVAT MANAG",2005.0,1516.0,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,journal,15405885,07376782,"1,434",Q1,180.0,,97.0,1553.0,217.0,81.0,"1,46","43,14","26,42",13.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1984-2025,Engineering (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Engineering",2005.0,J PROD INNOVAT MANAG,
27699.0,"WINDT JM, 2018, SYNTHESE",2018.0,6290.0,SYNTHESE,journal,00397857,15730964,"0,757",Q1,89.0,,610.0,11744.0,735.0,589.0,"1,17","47,74","17,92",7.0,1.0,Netherlands,Western Europe,Springer Netherlands,"1936-1939, 1946-1949, 1955-1956, 1959-1963, 1966-2025",Philosophy (Q1); Social Sciences (miscellaneous) (Q1),Arts and Humanities; Social Sciences,2018.0,SYNTHESE,
28179.0,"BALASUBRAMANIAN SK, 2006, J ADVERTISING",2006.0,3368.0,JOURNAL OF ADVERTISING,journal,15577805,00913367,"0,881",Q1,140.0,,100.0,2196.0,114.0,89.0,"1,09","47,74","30,11",2.0,0.0,United States,Northern America,M.E. Sharpe Inc.,1972-2025,Business and International Management (Q1); Communication (Q1); Marketing (Q1),"Business, Management and Accounting; Social Sciences",2006.0,J ADVERTISING,
28180.0,"LIU L, 2018, J ADVERTISING RES",2018.0,4627.0,JOURNAL OF ADVERTISING RESEARCH,journal,00218499,17401909,"0,958",Q1,102.0,,134.0,1992.0,259.0,102.0,"1,76","41,50","39,13",0.0,1.0,United Kingdom,Western Europe,The Advertising Research Foundation,"1972, 1996-2024",Communication (Q1); Marketing (Q1),"Business, Management and Accounting; Social Sciences",2018.0,J ADVERTISING RES,
28181.0,"YAN DF, 2014, J CONSUM PSYCHOL",2014.0,1089.0,JOURNAL OF CONSUMER PSYCHOLOGY,journal,15327663,10577408,"2,292",Q1,147.0,,182.0,3797.0,550.0,167.0,"2,71","66,61","47,14",14.0,0.0,United States,Northern America,John Wiley &amp; Sons Inc.,1992-2025,Applied Psychology (Q1); Marketing (Q1),"Business, Management and Accounting; Psychology",2014.0,J CONSUM PSYCHOL,
28312.0,"CALLON M, 2005, ORGAN STUD",2005.0,2393.0,ORGANIZATION STUDIES,journal,17413044,01708406,"1,075",Q1,187.0,,168.0,4620.0,390.0,162.0,"2,12","63,29","29,17",37.0,0.0,United Kingdom,Western Europe,SAGE Publications Ltd,1980-2025,Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1),"Business, Management and Accounting",2005.0,ORGAN STUD,
28324.0,"GUTTENTAG D, 2015, CURR ISSUES TOUR",2015.0,7108.0,CURRENT ISSUES IN TOURISM,journal,17477603,13683500,"0,666",Q1,123.0,,156.0,4755.0,269.0,135.0,"1,84","62,57","35,62",16.0,0.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,1998-2025,"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q2)","Business, Management and Accounting; Social Sciences",2015.0,CURR ISSUES TOUR,
28408.0,"REVELEY J, 2010, AUST ECON HIST REV",2010.0,12780.0,AUSTRALIAN ECONOMIC HISTORY REVIEW,journal,14678446,00048992,"0,228",Q1,0.0,,0.0,0.0,0.0,0.0,"0,00","0,00","0,00",0.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,"1974, 1983-1984, 1988, 1990-1991, 1993-2001, 2006-2023",History (Q1); Economics and Econometrics (Q3),"Arts and Humanities; Economics, Econometrics and Finance",2010.0,AUST ECON HIST REV,
28465.0,"BATES T, 2013, ECON DEV Q",2013.0,8417.0,ECONOMIC DEVELOPMENT QUARTERLY,journal,15523543,08912424,"0,523",Q2,57.0,,85.0,1259.0,93.0,82.0,"0,95","41,97","38,46",18.0,0.0,United States,Northern America,SAGE Publications Inc.,1987-2025,Development (Q2); Economics and Econometrics (Q2); Urban Studies (Q2),"Economics, Econometrics and Finance; Social Sciences",2013.0,ECON DEV Q,
28552.0,"JONES R, 2011, INT SMALL BUS J",2011.0,4575.0,INTERNATIONAL SMALL BUSINESS JOURNAL,journal,02662426,,"0,886",Q1,120.0,,90.0,2883.0,215.0,85.0,"2,02","77,92","40,26",17.0,0.0,United Kingdom,Western Europe,SAGE Publications Ltd,1982-2025,Business and International Management (Q1),"Business, Management and Accounting",2011.0,INT SMALL BUS J,
28581.0,"HILLS GE, 2008, J SMALL BUS MANAGE",2008.0,3416.0,JOURNAL OF SMALL BUSINESS MANAGEMENT,journal,00472778,1540627X,"0,983",Q1,141.0,,94.0,1924.0,295.0,92.0,"2,24","60,13","31,51",0.0,0.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,1996-2025,"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)","Business, Management and Accounting",2008.0,J SMALL BUS MANAGE,
28694.0,"JONES S, 2022, GEOGR J",2022.0,6165.0,GEOGRAPHICAL JOURNAL,journal,00167398,14754959,"0,782",Q1,79.0,,111.0,2729.0,342.0,93.0,"2,60","56,85","39,52",5.0,25.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,"1973, 1975-1976, 1978-1994, 1996-2025","Earth-Surface Processes (Q1); Geography, Planning and Development (Q1)",Earth and Planetary Sciences; Social Sciences,2022.0,GEOGR J,
28945.0,"CHESBROUGH H, 2002, IND CORP CHANGE",2002.0,946.0,INDUSTRIAL AND CORPORATE CHANGE,journal,14643650,09606491,"1,667",Q1,132.0,,74.0,2131.0,145.0,74.0,"1,84","53,28","12,90",26.0,0.0,United Kingdom,Western Europe,Oxford University Press,1992-2025,Economics and Econometrics (Q1),"Economics, Econometrics and Finance",2002.0,IND CORP CHANGE,
28988.0,"BISCEGLIA M, 2023, J ECON MANAGE STRAT",2023.0,4754.0,JOURNAL OF ECONOMICS AND MANAGEMENT STRATEGY,journal,15309134,10586407,"0,961",Q1,82.0,,120.0,2000.0,252.0,120.0,"1,11","50,00","25,51",7.0,8.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1992-2025,"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance",2023.0,J ECON MANAGE STRAT,
28994.0,"DEW N, 2011, J EVOL ECON",2011.0,5694.0,JOURNAL OF EVOLUTIONARY ECONOMICS,journal,09369937,14321386,"0,728",Q1,86.0,,97.0,1564.0,185.0,94.0,"1,79","42,27","18,42",16.0,0.0,Germany,Western Europe,Springer New York,1991-2025,"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance",2011.0,J EVOL ECON,
29104.0,"ACS Z, 2016, SMALL BUS ECON",2016.0,1112.0,SMALL BUSINESS ECONOMICS,journal,15730913,0921898X,"2,265",Q1,180.0,,311.0,6456.0,1348.0,311.0,"3,73","70,95","30,91",58.0,0.0,Netherlands,Western Europe,Springer Netherlands,1989-2025,"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)","Business, Management and Accounting; Economics, Econometrics and Finance",2016.0,SMALL BUS ECON,
29232.0,"ASAD M, 2022, INT J OCCUP SAF ERGO",2022.0,10092.0,INTERNATIONAL JOURNAL OF OCCUPATIONAL SAFETY AND ERGONOMICS,journal,10803548,23769130,"0,513",Q2,52.0,,294.0,11790.0,857.0,292.0,"3,01","47,35","36,92",18.0,76.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,1995-2025,"Safety Research (Q2); Safety, Risk, Reliability and Quality (Q2); Public Health, Environmental and Occupational Health (Q3)",Engineering; Medicine; Social Sciences,2022.0,INT J OCCUP SAF ERGO,
29429.0,"KLONOWSKI D, 2010, POST-COMMUNIST ECON",2010.0,11876.0,POST-COMMUNIST ECONOMIES,journal,14653958,14631377,"0,255",Q3,36.0,,86.0,1115.0,46.0,86.0,"0,53","35,97","26,67",19.0,0.0,United Kingdom,Western Europe,Routledge,1999-2025,Economics and Econometrics (Q3),"Economics, Econometrics and Finance",2010.0,POST-COMMUNIST ECON,
29684.0,"JONES T, 2012, URBAN STUD",2012.0,4919.0,URBAN STUDIES,journal,00420980,1360063X,"0,866",Q1,183.0,,439.0,9758.0,1278.0,436.0,"2,50","54,51","31,53",105.0,0.0,United Kingdom,Western Europe,SAGE Publications Ltd,1964-2025,Environmental Science (miscellaneous) (Q1); Urban Studies (Q1),Environmental Science; Social Sciences,2012.0,URBAN STUD,
30017.0,"BAKKER AB, 2010, J OCCUP ORGAN PSYCH",2010.0,3258.0,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,journal,20448325,09631798,"1,089",Q1,144.0,,126.0,3817.0,279.0,125.0,"1,47","70,69","41,13",0.0,0.0,United States,Northern America,Wiley-Blackwell,1992-2025,Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1),"Business, Management and Accounting; Psychology",2010.0,J OCCUP ORGAN PSYCH,
30020.0,"BERSON Y, 2008, J ORGAN BEHAV",2008.0,577.0,JOURNAL OF ORGANIZATIONAL BEHAVIOR,journal,10991379,08943796,"2,716",Q1,230.0,,173.0,4129.0,758.0,165.0,"2,96","61,63","33,10",21.0,0.0,United Kingdom,Western Europe,John Wiley and Sons Ltd,"1981-1982, 1984-2025",Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1),"Business, Management and Accounting; Psychology; Social Sciences",2008.0,J ORGAN BEHAV,
30022.0,"LEARY MR, 2006, J PERS",2006.0,573.0,JOURNAL OF PERSONALITY,journal,00223506,14676494,"2,527",Q1,172.0,,150.0,3849.0,553.0,149.0,"3,53","62,08","40,76",16.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1932-2025,Social Psychology (Q1),Psychology,2006.0,J PERS,
30034.0,"SOUSA VEC, 2017, WESTERN J NURS RES",2017.0,8732.0,WESTERN JOURNAL OF NURSING RESEARCH,journal,15528456,01939459,"0,535",Q1,77.0,,304.0,3362.0,355.0,245.0,"1,02","27,33","77,81",19.0,0.0,United States,Northern America,SAGE Publications Inc.,1979-2025,Nursing (miscellaneous) (Q1),Nursing,2017.0,WEST J NURS RES,
30073.0,"NAVE CS, 2017, J RES PERS",2017.0,1689.0,JOURNAL OF RESEARCH IN PERSONALITY,journal,00926566,10957251,"1,787",Q1,144.0,,211.0,5752.0,739.0,209.0,"3,39","59,30","46,13",7.0,0.0,United States,Northern America,Academic Press Inc.,1973-2025,Psychology (miscellaneous) (Q1); Social Psychology (Q1),Psychology,2017.0,J RES PERS,
35510.0,"GRUNERT KG, 2005, EUR REV AGRIC ECON",2005.0,2518.0,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,journal,14643618,01651587,"1,039",Q1,77.0,,72.0,972.0,104.0,71.0,"1,18","37,38","10,42",21.0,0.0,United Kingdom,Western Europe,Oxford University Press,"1981-1982, 1986-2024",Agricultural and Biological Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2),"Agricultural and Biological Sciences; Economics, Econometrics and Finance",2005.0,EUR REV AGRIC ECON,
36483.0,"CUTTER SL, 2008, GLOBAL ENVIRON CHANG",2008.0,594.0,GLOBAL ENVIRONMENTAL CHANGE,journal,09593780,18729495,"2,671",Q1,242.0,,117.0,4261.0,581.0,97.0,"4,34","58,37","33,52",65.0,0.0,United Kingdom,Western Europe,Elsevier Ltd,1990-2025,"Ecology (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1)",Environmental Science; Social Sciences,2008.0,GLOB ENVIRON CHANGE,
38299.0,"COX DAVID, 2009, JOURNAL OF WINE RESEARCH",2009.0,11537.0,JOURNAL OF WINE RESEARCH,journal,09571264,14699672,"0,245",Q3,41.0,,47.0,600.0,38.0,47.0,"0,80","35,29","31,25",1.0,0.0,United Kingdom,Western Europe,Routledge,"1990-1997, 2000-2025",Food Science (Q3); Horticulture (Q3),Agricultural and Biological Sciences,2009.0,J WINE RES,
53958.0,"MUGWAGWA I, 2020, AGREKON",2020.0,15057.0,AGREKON,journal,03031853,20780400,"0,292",Q3,36.0,,80.0,1307.0,100.0,78.0,"0,62","46,68","26,98",2.0,20.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,1962-2025,"Agronomy and Crop Science (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)","Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences",2020.0,AGREKON,
67863.0,"GIBSON RK, 2015, PARTY POLIT",2015.0,2247.0,PARTY POLITICS,journal,13540688,14603683,"1,552",Q1,92.0,,164.0,3699.0,351.0,164.0,"1,87","48,67","31,20",31.0,0.0,United Kingdom,Western Europe,SAGE Publications Ltd,1995-2025,Sociology and Political Science (Q1),Social Sciences,2015.0,PARTY POLIT,
71741.0,"PLAKIAS ZT, 2020, RENEW AGR FOOD SYST",2020.0,7011.0,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,journal,17421713,17421705,"0,709",Q1,73.0,,154.0,4814.0,432.0,152.0,"2,74","51,76","44,18",0.0,78.0,United Kingdom,Western Europe,Cambridge University Press,2004-2025,Agronomy and Crop Science (Q1); Food Science (Q2),Agricultural and Biological Sciences,2020.0,RENEW AGR FOOD SYST,
80793.0,"O'HARA JK, 2020, J AGRIC APPL ECON",2020.0,10884.0,JOURNAL OF AGRICULTURAL AND APPLIED ECONOMICS,journal,20567405,10740708,"0,456",Q2,23.0,,94.0,1469.0,143.0,94.0,"1,38","40,81","16,48",6.0,16.0,United States,Northern America,Cambridge University Press,"1995, 2016-2025",Agricultural and Biological Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3),"Agricultural and Biological Sciences; Economics, Econometrics and Finance",2020.0,,
97030.0,"TABER KS, 2018, RES SCI EDUC",2018.0,5485.0,RESEARCH IN SCIENCE EDUCATION,journal,15731898,0157244X,"0,846",Q1,72.0,,139.0,3729.0,255.0,139.0,"1,50","62,15","45,71",10.0,20.0,Netherlands,Western Europe,Springer Netherlands,1971-2025,Education (Q1),Social Sciences,2018.0,RES SCI ED,
100906.0,"GRINCHEVA N, 2020, MUS MANAGE CURATOR",2020.0,14562.0,MUSEUM MANAGEMENT AND CURATORSHIP,journal,18729185,09647775,"0,307",Q1,43.0,,119.0,1752.0,105.0,95.0,"0,82","33,69","62,96",9.0,22.0,United Kingdom,Western Europe,Routledge,"1990-2001, 2005-2025","Visual Arts and Performing Arts (Q1); Business and International Management (Q3); Tourism, Leisure and Hospitality Management (Q3)","Arts and Humanities; Business, Management and Accounting",2020.0,,
144655.0,"MARTIN DM, 2009, QUAL MARK RES",2009.0,10573.0,QUALITATIVE MARKET RESEARCH,journal,13522752,,"0,282",Q2,70.0,,97.0,1178.0,88.0,95.0,"0,61","33,66","31,58",3.0,0.0,United Kingdom,Western Europe,Emerald Group Publishing Ltd.,1998-2025,Marketing (Q2),"Business, Management and Accounting",2009.0,QUAL MARK RES,
144659.0,"PELTIER JW, 2010, J SMALL BUS ENTERP D",2010.0,8017.0,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,journal,14626004,,"0,461",Q1,92.0,,147.0,2008.0,283.0,141.0,"1,54","48,98","41,25",11.0,0.0,United Kingdom,Western Europe,Emerald Group Publishing Ltd.,1994-2025,"Business, Management and Accounting (miscellaneous) (Q1); Strategy and Management (Q2)","Business, Management and Accounting",2010.0,J SMALL BUS ENTERP DEV,
144744.0,"THOMAS LC, 2013, INT J ENTREP BEHAV R",2013.0,7851.0,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOUR AND RESEARCH,journal,13552554,,"0,568",Q1,101.0,,106.0,2629.0,216.0,105.0,"1,79","75,11","58,90",5.0,0.0,United Kingdom,Western Europe,Emerald Group Publishing Ltd.,1995-2025,"Business, Management and Accounting (miscellaneous) (Q1)","Business, Management and Accounting",2013.0,INT J ENTREP BEHAV RES,
144833.0,"KINCHELOE JL, 2005, QUAL INQ",2005.0,6973.0,QUALITATIVE INQUIRY,journal,15527565,10778004,"0,383",Q2,111.0,,197.0,1256.0,184.0,192.0,"0,88","20,59","63,51",4.0,0.0,United States,Northern America,SAGE Publications Inc.,1995-2025,Anthropology (Q2); Social Sciences (miscellaneous) (Q2),Social Sciences,2005.0,QUAL INQ,
144957.0,"MCCARTAN A, 2023, J MARKET EDUC",2023.0,4949.0,JOURNAL OF MARKETING EDUCATION,journal,02734753,15526550,"0,939",Q1,67.0,,77.0,1365.0,273.0,69.0,"3,37","65,00","57,41",0.0,4.0,United States,Northern America,SAGE Publications Inc.,1979-2025,Education (Q1); Marketing (Q2),"Business, Management and Accounting; Social Sciences",2023.0,J MARK EDUC,
144974.0,"DEUTSKENS E, 2006, J SERV RES-US",2006.0,1198.0,JOURNAL OF SERVICE RESEARCH,journal,10946705,15527379,"1,709",Q1,156.0,,77.0,1642.0,241.0,75.0,"2,60","58,64","32,94",7.0,0.0,United States,Northern America,SAGE Publications Inc.,1998-2025,Information Systems (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1),"Business, Management and Accounting; Computer Science; Social Sciences",2006.0,J SERV RES-US,
145732.0,"BOWMAN M S, 2009, TOURIST STUDIES",2009.0,9654.0,TOURIST STUDIES,journal,17413206,14687976,"0,323",Q3,61.0,,45.0,1008.0,57.0,44.0,"0,56","67,20","41,18",3.0,0.0,United Kingdom,Western Europe,SAGE Publications Ltd,2001-2025,"Tourism, Leisure and Hospitality Management (Q3)","Business, Management and Accounting",2009.0,,
146223.0,"BRAUN MT, 2011, BEHAV RES METHODS",2011.0,1132.0,BEHAVIOR RESEARCH METHODS,journal,15543528,1554351X,"2,109",Q1,186.0,,389.0,3317.0,1573.0,382.0,"2,70","33,51","32,79",13.0,0.0,United States,Northern America,Springer Nature,"1968-1983, 2004-2025",Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychology (miscellaneous) (Q1),Arts and Humanities; Psychology,2011.0,BEHAV RES METHODS,
100147316.0,"DAY G S, 2003, BUSINESS STRATEGY REVIEW",2003.0,18586.0,BUSINESS STRATEGY REVIEW,journal,09556419,14678616,,-,34.0,,88.0,168.0,43.0,85.0,"0,27","3,23","16,13",5.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1990-2014,"Business, Management and Accounting (miscellaneous); Economics, Econometrics and Finance (miscellaneous)","Business, Management and Accounting; Economics, Econometrics and Finance",2003.0,,
100147317.0,"LUSCH RF, 2011, J SUPPLY CHAIN MANAG",2011.0,795.0,JOURNAL OF SUPPLY CHAIN MANAGEMENT,journal,15232409,1745493X,"2,562",Q1,119.0,,82.0,1639.0,331.0,70.0,"3,08","44,30","18,97",0.0,0.0,United States,Northern America,Wiley-Blackwell,1999-2025,"Economics, Econometrics and Finance (miscellaneous) (Q1); Information Systems (Q1); Management Information Systems (Q1); Marketing (Q1)","Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance",2011.0,,
100147318.0,"ACHTENHAGEN L, 2010, ENTREP THEORY PRACT",2010.0,970.0,ENTREPRENEURSHIP THEORY AND PRACTICE,journal,10422587,15406520,"2,193",Q1,212.0,,172.0,4032.0,837.0,156.0,"4,23","77,54","29,03",33.0,0.0,United States,Northern America,SAGE Publications Ltd,2004-2025,Business and International Management (Q1); Economics and Econometrics (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance",2010.0,,
100147338.0,"YIN RK, 2009, CASE STUDY RESEARCH: DESIGN AND METHODS",2009.0,974.0,MODERN LANGUAGE JOURNAL,journal,15404781,00267902,"2,126",Q1,123.0,,154.0,2425.0,353.0,92.0,"2,40","41,81","61,63",8.0,0.0,United States,Northern America,Wiley-Blackwell,"1916-1996, 1998-2001, 2004-2025",Linguistics and Language (Q1),Social Sciences,2009.0,MOD LANG J,
100147342.0,"KUCEL A, 2016, EUR J EDUC",2016.0,6570.0,EUROPEAN JOURNAL OF EDUCATION,journal,14653435,01418211,"0,718",Q1,63.0,,137.0,1564.0,234.0,125.0,"1,45","36,37","44,19",26.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,2005-2025,Education (Q1),Social Sciences,2016.0,EUR J EDUC,
700147309.0,"SAINIDIS E, 2019, J GEN MANAGE",2019.0,11951.0,JOURNAL OF GENERAL MANAGEMENT,journal,17596106,03063070,"0,390",Q2,27.0,,56.0,1089.0,61.0,46.0,"1,18","47,35","28,89",1.0,6.0,United Kingdom,Western Europe,SAGE Publications Inc.,"1982, 2005-2025","Business, Management and Accounting (miscellaneous) (Q2); Strategy and Management (Q2)","Business, Management and Accounting",2019.0,,
1000147102.0,"BANOS-CABALLERO S, 2016, J BUS ECON MANAG",2016.0,14007.0,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,journal,20294433,16111699,"0,284",Q2,55.0,,202.0,3315.0,235.0,202.0,"1,22","42,50","36,71",7.0,0.0,Lithuania,Eastern Europe,Vilnius Gediminas Technical University,2003-2025,"Business, Management and Accounting (miscellaneous) (Q2); Economics and Econometrics (Q3)","Business, Management and Accounting; Economics, Econometrics and Finance",2016.0,J BUS ECON MANAG,
1200147101.0,"LARA-BOCANEGRA A, 2022, SPORT SOC",2022.0,10785.0,SPORT IN SOCIETY,journal,17430445,17430437,"0,476",Q1,55.0,,419.0,7546.0,786.0,400.0,"1,77","56,74","38,06",13.0,60.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,2005-2025,Cultural Studies (Q1); Sports Science (Q3),Health Professions; Social Sciences,2022.0,,
3300147704.0,"AGUIRRE-RODRIGUEZ A, 2022, SERV MARK Q",2022.0,11455.0,SERVICES MARKETING QUARTERLY,journal,15332977,15332969,"0,445",Q2,37.0,,53.0,1650.0,107.0,53.0,"1,44","58,93","48,00",1.0,3.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,2001-2025,"Business, Management and Accounting (miscellaneous) (Q2)","Business, Management and Accounting",2022.0,,
3900148213.0,"HAMZAH MI, 2023, INT J ENTREP SMALL B",2023.0,16666.0,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS,journal,14761297,17418054,"0,272",Q3,49.0,,232.0,6247.0,231.0,230.0,"0,75","80,09","46,12",0.0,46.0,United Kingdom,Western Europe,Inderscience Enterprises Ltd,2004-2025,Business and International Management (Q3); Economics and Econometrics (Q3),"Business, Management and Accounting; Economics, Econometrics and Finance",2023.0,INT J ENTREPRENEURSHIP SMALL BUS,
4000148307.0,"DEMASSIS A, 2016, FAM BUS REV",2016.0,527.0,FAMILY BUSINESS REVIEW,journal,17416248,08944865,"3,362",Q1,135.0,,66.0,1721.0,378.0,53.0,"5,00","81,95","28,89",2.0,0.0,United States,Northern America,SAGE Publications Inc.,1988-2024,"Business, Management and Accounting (miscellaneous) (Q1); Finance (Q1)","Business, Management and Accounting; Economics, Econometrics and Finance",2016.0,FAM BUS REV,
4000148503.0,"DANISH, 2023, INT J ENVIRON SCI TE",2023.0,8975.0,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,journal,17351472,17352630,"0,598",Q1,110.0,,1601.0,60852.0,5848.0,1599.0,"3,66","64,12","31,61",12.0,709.0,Germany,Western Europe,,2005-2025,Agricultural and Biological Sciences (miscellaneous) (Q1); Environmental Engineering (Q2); Environmental Chemistry (Q3),Agricultural and Biological Sciences; Environmental Science,2023.0,INT J ENVIRON SCI TE,
4000149708.0,"JACKLI URS, 2020, INTERNATIONAL JOURNAL OF MANAGEMENT AND ENTERPRISE DEVELOPMENT",2020.0,19946.0,INTERNATIONAL JOURNAL OF MANAGEMENT AND ENTERPRISE DEVELOPMENT,journal,17418127,14684330,"0,190",Q3,29.0,,56.0,1256.0,43.0,50.0,"0,63","59,81","40,82",0.0,7.0,United Kingdom,Western Europe,Inderscience Enterprises Ltd,2003-2025,Business and International Management (Q3); Management Science and Operations Research (Q4),"Business, Management and Accounting; Decision Sciences",2020.0,,
4200151514.0,"KAKEESH DF, 2021, INT J BUS PERFORM MA",2021.0,21010.0,INTERNATIONAL JOURNAL OF BUSINESS PERFORMANCE MANAGEMENT,journal,13684892,17415039,"0,152",Q4,26.0,,75.0,1421.0,51.0,75.0,"0,73","56,84","20,75",0.0,10.0,United Kingdom,Western Europe,Inderscience Enterprises Ltd,1998-2025,Business and International Management (Q4); Strategy and Management (Q4),"Business, Management and Accounting",2021.0,,
4400151404.0,"NEZAM MHK, 2022, INT J LEARN INTELL C",2022.0,14767.0,INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL,journal,14794861,14794853,"0,312",Q3,29.0,,66.0,2645.0,151.0,60.0,"2,26","64,51","37,63",0.0,20.0,United Kingdom,Western Europe,Inderscience Enterprises Ltd,2004-2024,Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3),"Business, Management and Accounting",2022.0,,
