journal_id,SR,year,Rank,Title,Type,Issn,eIssn,SJR,SJR Best Quartile,H index,Total Docs. (1999),Total Docs. (3years),Total Refs.,Total Citations (3years),Citable Docs. (3years),Citations / Doc. (2years),Ref. / Doc.,%Female,Overton,SDG,Country,Region,Publisher,Coverage,Categories,Areas,year.1,journal_abbr,Title_clean
12010.0,"GIGERENZER G, 2011, ANNU REV PSYCHOL",2011.0,74.0,ANNUAL REVIEW OF PSYCHOLOGY,journal,00664308,15452085,"10,331",Q1,298.0,,78.0,3475.0,2178.0,78.0,"22,87","144,79","54,76",17.0,0.0,United States,Northern America,Annual Reviews Inc.,"1950-1958, 1960-1963, 1965-2025",Psychology (miscellaneous) (Q1),Psychology,2011.0,ANNU REV PSYCHOL,
12024.0,"DHAMI MK, 2010, APPL COGNITIVE PSYCH",2010.0,3684.0,APPLIED COGNITIVE PSYCHOLOGY,journal,10990720,08884080,"0,993",Q1,125.0,,245.0,3316.0,527.0,230.0,"1,74","36,44","52,87",18.0,0.0,United Kingdom,Western Europe,John Wiley and Sons Ltd,1987-2025,Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Experimental and Cognitive Psychology (Q2),Arts and Humanities; Psychology,2010.0,APPL COGNITIVE PSYCH,
12117.0,"SHAFAEI F, 2017, ASIA PAC J TOUR RES",2017.0,7415.0,ASIA PACIFIC JOURNAL OF TOURISM RESEARCH,journal,10941665,17416507,"0,636",Q1,70.0,,236.0,6321.0,380.0,233.0,"1,48","67,97","43,12",11.0,0.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,2003-2025,"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q2)","Business, Management and Accounting; Social Sciences",2017.0,ASIA PAC J TOUR RES,
12125.0,"CHIU CM, 2009, BEHAV INFORM TECHNOL",2009.0,6083.0,BEHAVIOUR AND INFORMATION TECHNOLOGY,journal,13623001,0144929X,"0,608",Q1,103.0,,146.0,2196.0,322.0,129.0,"1,19","47,74","34,07",8.0,0.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,1982-2025,Social Sciences (miscellaneous) (Q1); Arts and Humanities (miscellaneous) (Q2); Human-Computer Interaction (Q2); Developmental and Educational Psychology (Q3),Arts and Humanities; Computer Science; Psychology; Social Sciences,2009.0,BEHAV INFORM TECHNOL,
12128.0,"SHU CY, 2020, BEHAV COGN PSYCHOTH",2020.0,5532.0,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,journal,14691833,13524658,"0,851",Q2,81.0,,161.0,2577.0,335.0,161.0,"2,15","38,46","58,23",0.0,6.0,United Kingdom,Western Europe,Cambridge University Press,1993-2025,Clinical Psychology (Q2); Medicine (miscellaneous) (Q2),Medicine; Psychology,2020.0,BEHAV COGN PSYCHOTH,
12277.0,"BEDFORD DS, 2015, MANAGE ACCOUNT RES",2015.0,1722.0,MANAGEMENT ACCOUNTING RESEARCH,journal,10445005,10961224,"1,814",Q1,106.0,,67.0,1301.0,297.0,59.0,"3,56","72,28","36,67",2.0,0.0,United States,Northern America,Academic Press,1990-2025,Accounting (Q1); Finance (Q1); Information Systems and Management (Q1),"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance",2015.0,MANAGE ACCOUNT RES,
12321.0,"KOCK N, 2018, INFORM SYST J",2018.0,1047.0,INFORMATION SYSTEMS JOURNAL,journal,13501917,13652575,"2,319",Q1,114.0,,89.0,4277.0,620.0,71.0,"5,52","82,25","36,36",16.0,10.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1991-2025,Computer Networks and Communications (Q1); Information Systems (Q1); Software (Q1),Computer Science,2018.0,INFORM SYST J,
12332.0,"AVEN T, 2014, SAFETY SCI",2014.0,4510.0,SAFETY SCIENCE,journal,18791042,09257535,"0,973",Q1,166.0,,640.0,10646.0,2035.0,623.0,"2,91","43,99","30,70",101.0,0.0,Netherlands,Western Europe,Elsevier B.V.,1991-2025,"Public Health, Environmental and Occupational Health (Q1); Safety Research (Q1); Safety, Risk, Reliability and Quality (Q1)",Engineering; Medicine; Social Sciences,2014.0,,
12452.0,"FRITSCH M, 2018, RAUMFORSCH RAUMORDN",2018.0,34023.0,RAUMFORSCHUNG UND RAUMORDNUNG,journal,18694179,00340111,,-,24.0,,110.0,1737.0,68.0,95.0,"0,66","48,25","33,33",7.0,0.0,Germany,Western Europe,Oekom - Gesellschaft fuer Oekologische Kommunikation mbH,"1977-1987, 1990-1991, 1993-2024","Earth and Planetary Sciences (miscellaneous); Environmental Science (miscellaneous); Geography, Planning and Development; Urban Studies",Earth and Planetary Sciences; Environmental Science; Social Sciences,2018.0,RAUMFORSCH RAUMORDN,
12711.0,"BROSSEAU-LIARD PE, 2012, MULTIVAR BEHAV RES",2012.0,1763.0,MULTIVARIATE BEHAVIORAL RESEARCH,journal,00273171,15327906,"1,706",Q1,104.0,,119.0,1614.0,212.0,113.0,"1,61","47,47","25,00",3.0,0.0,United States,Northern America,Psychology Press Ltd,1966-2025,Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1),Arts and Humanities; Mathematics; Medicine; Psychology,2012.0,MULTIVAR BEHAV RES,
12763.0,"KOCH LT, 2006, INT J TECHNOL MANAGE",2006.0,7617.0,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,journal,17415276,02675730,"0,365",Q1,69.0,,291.0,4163.0,245.0,281.0,"0,66","44,76","23,88",10.0,0.0,United Kingdom,Western Europe,Inderscience Enterprises Ltd,"1986-1989, 1996-2025",Law (Q1); Engineering (miscellaneous) (Q2); Industrial Relations (Q2); Strategy and Management (Q2); Computer Science Applications (Q3),"Business, Management and Accounting; Computer Science; Engineering; Social Sciences",2006.0,INT J TECHNOL MANAGE,
12789.0,"KARWOWSKI M, 2013, J CREATIVE BEHAV",2013.0,9989.0,JOURNAL OF CREATIVE BEHAVIOR,journal,21626057,00220175,"0,416",Q1,75.0,,53.0,951.0,91.0,51.0,"1,82","55,94","41,03",7.0,0.0,United States,Northern America,John Wiley &amp; Sons Inc.,1967-2025,Visual Arts and Performing Arts (Q1); Education (Q2); Developmental and Educational Psychology (Q3),Arts and Humanities; Psychology; Social Sciences,2013.0,J CREATIVE BEHAV,
12808.0,"VANSTEENKISTE M, 2009, J EDUC PSYCHOL",2009.0,395.0,JOURNAL OF EDUCATIONAL PSYCHOLOGY,journal,19392176,00220663,"3,374",Q1,264.0,,189.0,4511.0,1030.0,189.0,"4,01","66,34","51,67",51.0,0.0,United States,Northern America,American Psychological Association,1910-2025,Developmental and Educational Psychology (Q1); Education (Q1),Psychology; Social Sciences,2009.0,J EDUC PSYCHOL,
12811.0,"RUSSELL DW, 2002, PERS SOC PSYCHOL B",2002.0,555.0,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,journal,01461672,15527433,"2,259",Q1,240.0,,382.0,6572.0,782.0,382.0,"1,82","45,32","44,69",53.0,0.0,United States,Northern America,SAGE Publications Inc.,"1976, 1988, 1995-2025",Social Psychology (Q1),Psychology,2002.0,PERS SOC PSYCHOL B,
12815.0,"TARAFDAR M, 2013, J INF TECHNOL-UK",2013.0,2604.0,JOURNAL OF INFORMATION TECHNOLOGY,journal,14664437,02683962,"1,391",Q1,96.0,,116.0,1760.0,382.0,70.0,"2,11","73,33","26,00",3.0,0.0,United Kingdom,Western Europe,Palgrave Macmillan Ltd.,1987-2025,Information Systems (Q1); Library and Information Sciences (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Computer Science; Social Sciences",2013.0,J INF TECHNOL,
12909.0,"GUO RP, 2020, SYST RES BEHAV SCI",2020.0,12806.0,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,journal,10991743,10927026,"0,371",Q2,60.0,,193.0,4657.0,272.0,173.0,"1,57","58,21","36,94",10.0,34.0,United Kingdom,Western Europe,John Wiley and Sons Ltd,1996-2025,Information Systems and Management (Q2); Social Sciences (miscellaneous) (Q2); Strategy and Management (Q3),"Business, Management and Accounting; Decision Sciences; Social Sciences",2020.0,SYST RES BEHAV SCI,
13104.0,"GENTRY GW, 2007, SOUTHEAST GEOGR",2007.0,11838.0,SOUTHEASTERN GEOGRAPHER,journal,15496929,0038366X,"0,196",Q3,27.0,,61.0,990.0,16.0,56.0,"0,13","39,60","35,56",1.0,0.0,United States,Northern America,University of North Carolina Press,"1979-1994, 1996-2024","Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)",Earth and Planetary Sciences; Social Sciences,2007.0,SOUTHEAST GEOGR,
13197.0,"ALEXIOU K, 2020, NONPROF VOLUNT SEC Q",2020.0,3801.0,NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,journal,15527395,08997640,"1,098",Q1,107.0,,196.0,3374.0,545.0,193.0,"2,50","53,56","48,50",16.0,12.0,United States,Northern America,SAGE Publications Inc.,1972-2025,Social Sciences (miscellaneous) (Q1),Social Sciences,2020.0,NONPROF VOLUNT SEC Q,
13256.0,"MULGAN G, 2008, STANFORD SOCIAL INNOVATION REVIEW",2008.0,2822.0,BIOLOGICAL CONTROL,journal,10902112,10499644,"1,124",Q1,130.0,,554.0,9088.0,1187.0,538.0,"1,92","44,33","31,39",97.0,0.0,United States,Northern America,Academic Press Inc.,1991-2025,Agronomy and Crop Science (Q1); Insect Science (Q1),Agricultural and Biological Sciences,2008.0,BIOL CONTROL,
13279.0,"MORRISON A, 2009, EUR PLAN STUD",2009.0,4924.0,EUROPEAN PLANNING STUDIES,journal,09654313,14695944,"0,762",Q1,108.0,,226.0,4852.0,307.0,216.0,"0,99","49,01","36,46",50.0,0.0,United Kingdom,Western Europe,Routledge,1993-2025,"Geography, Planning and Development (Q1)",Social Sciences,2009.0,EUR PLAN STUD,
13380.0,"MCCRACKEN M J, 2001, HEALTH SERV MANAGE RES",2001.0,9547.0,HEALTH SERVICES MANAGEMENT RESEARCH,journal,17581044,09514848,"0,179",Q3,41.0,,80.0,717.0,24.0,77.0,"0,29","25,61","20,63",7.0,0.0,United Kingdom,Western Europe,SAGE Publications Ltd,1988-2025,Health Policy (Q3),Medicine,2001.0,HEALTH SERV MANAGE RES,
13441.0,"VANTILBORGH T, 2015, PSYCHOL BELG",2015.0,14647.0,PSYCHOLOGICA BELGICA,journal,00332879,2054670X,"0,262",Q3,41.0,,72.0,687.0,58.0,69.0,"0,64","57,25","52,94",1.0,0.0,United Kingdom,Western Europe,Ubiquity Press,1975-2025,Psychology (miscellaneous) (Q3),Psychology,2015.0,PSYCHOL BELG,
13456.0,"BROWN KW, 2007, PSYCHOL INQ",2007.0,2674.0,PSYCHOLOGICAL INQUIRY,journal,15327965,1047840X,"1,104",Q1,105.0,,120.0,1595.0,210.0,68.0,"0,66","39,88","25,00",11.0,0.0,United States,Northern America,Routledge,"1990-1996, 1998-2024",Psychology (miscellaneous) (Q1),Psychology,2007.0,PSYCHOL INQ,
13467.0,"GOLDSTEIN DG, 2002, PSYCHOL REV",2002.0,95.0,PSYCHOLOGICAL REVIEW,journal,19391471,0033295X,"5,915",Q1,249.0,,114.0,3836.0,898.0,113.0,"6,92","93,56","26,03",0.0,0.0,United States,Northern America,American Psychological Association,1894-2025,History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1),Arts and Humanities; Psychology,2002.0,PSYCHOL REV,
13479.0,"CHRISTOPHER MS, 2010, CURR PSYCHOL",2010.0,10267.0,CURRENT PSYCHOLOGY,journal,19364733,10461310,"0,318",Q3,69.0,,70.0,888.0,55.0,70.0,"0,73","32,89","50,62",2.0,0.0,United States,Northern America,Springer,"1981-1982, 1984-2025",Psychology (miscellaneous) (Q3),Psychology,2010.0,CURR PSYCHOL,
13563.0,"CRONBACH LJ, 2004, EDUC PSYCHOL MEAS",2004.0,3265.0,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,journal,00131644,15523888,"0,814",Q1,118.0,,185.0,2156.0,285.0,183.0,"0,97","35,34","41,84",23.0,0.0,United States,Northern America,SAGE Publications Inc.,1941-2025,Applied Psychology (Q1); Education (Q1); Psychology (miscellaneous) (Q1); Applied Mathematics (Q2); Developmental and Educational Psychology (Q2),Mathematics; Psychology; Social Sciences,2004.0,EDUC PSYCHOL MEAS,
13675.0,"ARMOUR PG, 2000, COMMUN ACM",2000.0,1689.0,COMMUNICATIONS OF THE ACM,journal,15577317,00010782,"1,098",Q1,249.0,,719.0,1533.0,1659.0,716.0,"1,94","6,26","17,70",32.0,0.0,United States,Northern America,Association for Computing Machinery (ACM),1958-2025,Computer Science (miscellaneous) (Q1),Computer Science,2000.0,COMMUN ACM,
13892.0,"KLOOSTERMAN R, 1999, INT J URBAN REGIONAL",1999.0,1413.0,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,journal,03091317,14682427,"1,208",Q1,138.0,33.0,105.0,1803.0,130.0,105.0,"1,04","54,64","23,53",25.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1977-2025,Development (Q1); Sociology and Political Science (Q1); Urban Studies (Q1),Social Sciences,1999.0,INT J URBAN REGIONAL,
13896.0,"LU SL, 2010, CONSTR MANAG ECON",2010.0,4617.0,CONSTRUCTION MANAGEMENT AND ECONOMICS,journal,01446193,1466433X,"0,832",Q1,116.0,,322.0,4099.0,492.0,282.0,"1,38","40,19","26,52",22.0,0.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,1983-2025,Building and Construction (Q1); Industrial and Manufacturing Engineering (Q1); Management Information Systems (Q1),"Business, Management and Accounting; Engineering",2010.0,,
13929.0,"GOONETILLEKE RS, 2009, APPL ERGON",2009.0,3463.0,APPLIED ERGONOMICS,journal,18729126,00036870,"1,008",Q1,134.0,,257.0,4360.0,531.0,250.0,"1,60","34,60","37,22",49.0,0.0,United Kingdom,Western Europe,Elsevier Ltd,1969-2025,"Engineering (miscellaneous) (Q1); Human Factors and Ergonomics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Safety, Risk, Reliability and Quality (Q1)",Engineering; Health Professions; Social Sciences,2009.0,APPL ERGON,
13936.0,"BATES T, 2001, J URBAN AFF",2001.0,3058.0,JOURNAL OF URBAN AFFAIRS,journal,07352166,14679906,"0,745",Q1,76.0,,68.0,1438.0,66.0,68.0,"0,91","49,59","31,25",19.0,0.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,1979-2025,Sociology and Political Science (Q1); Urban Studies (Q2),Social Sciences,2001.0,J URBAN AFF,
14014.0,"DWIVEDI YK, 2023, PSYCHOL MARKET",2023.0,786.0,PSYCHOLOGY AND MARKETING,journal,07426046,15206793,"2,760",Q1,154.0,,421.0,13451.0,3846.0,412.0,"9,86","84,07","40,63",5.0,17.0,United States,Northern America,Wiley-Liss Inc.,1984-2025,Applied Psychology (Q1); Marketing (Q1),"Business, Management and Accounting; Psychology",2023.0,PSYCHOL MARKET,
14061.0,"REVELLE W, 2009, PSYCHOMETRIKA",2009.0,2393.0,PSYCHOMETRIKA,journal,00333123,18600980,"1,283",Q1,90.0,,119.0,1223.0,196.0,119.0,"1,36","30,58","16,00",13.0,0.0,United States,Northern America,Cambridge University Press,1936-2024,Applied Mathematics (Q1); Psychology (miscellaneous) (Q1),Mathematics; Psychology,2009.0,PSYCHOMETRIKA,
14091.0,"AMRITH SS, 2014, DEV CHANGE",2014.0,2108.0,DEVELOPMENT AND CHANGE,journal,14677660,0012155X,"1,577",Q1,113.0,,183.0,3311.0,550.0,176.0,"2,97","50,17","36,67",32.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1970-2025,Development (Q1),Social Sciences,2014.0,DEV CHANGE,
14103.0,"MANYENA SB, 2012, DEV POLICY REV",2012.0,4673.0,DEVELOPMENT POLICY REVIEW,journal,09506764,14677679,"0,902",Q1,75.0,,105.0,2054.0,242.0,105.0,"1,70","52,67","47,83",33.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,"1966, 1968-1970, 1972-2025","Development (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1)",Environmental Science; Social Sciences,2012.0,DEV POLICY REV,
14119.0,"ROBINSON L, 2008, DISASTERS",2008.0,4011.0,DISASTERS,journal,03613666,14677717,"0,866",Q1,88.0,,94.0,1313.0,162.0,89.0,"1,61","38,62","30,59",21.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1977-2025,Earth and Planetary Sciences (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1),Earth and Planetary Sciences; Social Sciences,2008.0,DISASTERS,
14175.0,"TERJESEN S, 2010, EUR J DEV RES",2010.0,9601.0,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,journal,17439728,09578811,"0,353",Q2,65.0,,125.0,2079.0,105.0,116.0,"0,81","47,25","31,15",30.0,0.0,United Kingdom,Western Europe,Palgrave Macmillan Ltd.,1989-2025,"Development (Q2); Geography, Planning and Development (Q2)",Social Sciences,2010.0,,
14215.0,"POPIEL P, 2017, CRIT STUD MEDIA COMM",2017.0,10120.0,CRITICAL STUDIES IN MEDIA COMMUNICATION,journal,14795809,15295036,"0,443",Q2,59.0,,100.0,1497.0,139.0,97.0,"1,37","34,81","53,33",3.0,0.0,United Kingdom,Western Europe,Routledge,1996-2025,Communication (Q2),Social Sciences,2017.0,CRIT STUD MEDIA COMM,
14427.0,"SULLIVAN O, 2007, EUR SOCIOL REV",2007.0,1662.0,EUROPEAN SOCIOLOGICAL REVIEW,journal,02667215,14682672,"1,478",Q1,115.0,,97.0,1837.0,169.0,96.0,"1,69","47,10","38,81",33.0,0.0,United Kingdom,Western Europe,Oxford University Press,1985-2025,Sociology and Political Science (Q1),Social Sciences,2007.0,EUR SOCIOL REV,
14715.0,"GALATI F, 2017, TECHNOL ANAL STRATEG",2017.0,7797.0,TECHNOLOGY ANALYSIS AND STRATEGIC MANAGEMENT,journal,14653990,09537325,"0,605",Q2,92.0,,224.0,4158.0,460.0,220.0,"1,86","48,35","43,41",10.0,0.0,United Kingdom,Western Europe,Routledge,1989-2025,Management Science and Operations Research (Q2); Strategy and Management (Q2),"Business, Management and Accounting; Decision Sciences",2017.0,TECHNOL ANAL STRATEG,
14734.0,"LIN HC, 2004, INT J QUAL HEALTH C",2004.0,4725.0,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,journal,13534505,14643677,"0,579",Q1,113.0,,223.0,1736.0,297.0,174.0,"1,22","23,46","35,69",40.0,0.0,United Kingdom,Western Europe,Oxford University Press,1989-2025,"Health Policy (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q2)",Medicine,2004.0,INT J QUAL HEALTH C,
14789.0,"GHARAGOZLOO MMM, 2023, INFORM TECHNOL DEV",2023.0,3088.0,INFORMATION TECHNOLOGY FOR DEVELOPMENT,journal,15540170,02681102,"1,249",Q1,59.0,,119.0,2586.0,760.0,108.0,"5,39","86,20","34,72",3.0,26.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,"1986-1990, 1995-1996, 1998-2000, 2003, 2008-2025",Computer Science Applications (Q1); Development (Q1); E-learning (Q1); Public Administration (Q1),Computer Science; Social Sciences,2023.0,,
14811.0,"BIGGS D, 2012, J SUSTAIN TOUR",2012.0,760.0,JOURNAL OF SUSTAINABLE TOURISM,journal,09669582,17477646,"2,702",Q1,150.0,,149.0,4102.0,864.0,142.0,"5,75","68,37","42,74",25.0,0.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,1993-2025,"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1)","Business, Management and Accounting; Social Sciences",2012.0,J SUSTAIN TOUR,
14813.0,"CHARTERS S, 2009, J TRAVEL RES",2009.0,754.0,JOURNAL OF TRAVEL RESEARCH,journal,15526763,00472875,"2,397",Q1,181.0,,134.0,2108.0,421.0,130.0,"2,68","54,05","44,05",16.0,0.0,United Kingdom,Western Europe,SAGE Publications Ltd,1969-2025,"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1); Transportation (Q1)","Business, Management and Accounting; Social Sciences",2009.0,J TRAVEL RES,
14818.0,"ERHARDT N, 2016, SMALL GR RES",2016.0,5812.0,SMALL GROUP RESEARCH,journal,15528278,10464964,"0,804",Q2,88.0,,85.0,1619.0,142.0,82.0,"1,66","67,46","43,84",3.0,0.0,United States,Northern America,SAGE Publications Inc.,1970-2025,Applied Psychology (Q2); Social Psychology (Q2),Psychology,2016.0,SMALL GR RES,
14821.0,"HU R, 2017, SOC BEHAV PERSONAL",2017.0,15313.0,SOCIAL BEHAVIOR AND PERSONALITY,journal,11796391,03012212,"0,243",Q4,78.0,,437.0,5069.0,343.0,437.0,"0,61","32,49","45,73",10.0,0.0,New Zealand,Pacific Region,Society for Personal Research,"1992, 1996-2025",Social Psychology (Q4),Psychology,2017.0,SOC BEHAV PERSONAL,
14849.0,"FAFCHAMPS M, 1999, J DEV STUD",1999.0,1076.0,JOURNAL OF DEVELOPMENT STUDIES,journal,00220388,17439140,"1,422",Q1,112.0,41.0,110.0,1682.0,114.0,110.0,"0,89","41,02","28,33",39.0,0.0,United Kingdom,Western Europe,Routledge,1964-2025,Development (Q1),Social Sciences,1999.0,J DEV STUD,
14850.0,"MBUYISA B, 2017, J INT DEV",2017.0,8402.0,JOURNAL OF INTERNATIONAL DEVELOPMENT,journal,10991328,09541748,"0,558",Q2,83.0,,234.0,2963.0,276.0,234.0,"1,10","42,94","41,96",31.0,0.0,United Kingdom,Western Europe,John Wiley and Sons Ltd,1989-2025,"Development (Q2); Geography, Planning and Development (Q2)",Social Sciences,2017.0,J INT DEV,
15081.0,"BALL JA, 2020, AGR HUM VALUES",2020.0,3976.0,AGRICULTURE AND HUMAN VALUES,journal,15728366,0889048X,"1,065",Q1,99.0,,182.0,5844.0,677.0,181.0,"3,00","40,87","58,64",54.0,93.0,Netherlands,Western Europe,Springer Science and Business Media B.V.,1984-2025,Agronomy and Crop Science (Q1),Agricultural and Biological Sciences,2020.0,AGR HUM VALUES,
15143.0,"HANSON S, 2009, REG STUD",2009.0,3304.0,REGIONAL STUDIES,journal,13600591,00343404,"1,046",Q1,148.0,,256.0,4875.0,574.0,247.0,"2,14","58,04","27,10",61.0,0.0,United Kingdom,Western Europe,Routledge,1967-2025,Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1),Environmental Science; Social Sciences,2009.0,REG STUD,
15270.0,"SPANGENBERG HH, 1999, S AFR J PSYCHOL",1999.0,6597.0,SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,journal,00812463,2078208X,"0,288",Q2,45.0,26.0,107.0,940.0,20.0,107.0,"0,12","36,15","52,63",2.0,0.0,United States,Northern America,SAGE Publications Inc.,1979-2025,Psychology (miscellaneous) (Q2),Psychology,1999.0,S AFR J PSYCHOL,
15288.0,"BEVIR M, 2002, HIST THEORY",2002.0,7555.0,HISTORY AND THEORY,journal,14682303,00182656,"0,282",Q1,57.0,,66.0,825.0,36.0,66.0,"0,30","45,83","23,53",3.0,0.0,United States,Northern America,Wiley-Blackwell,"1968-1969, 1977, 1996-2024",History (Q1); Philosophy (Q1),Arts and Humanities,2002.0,HIST THEORY,
15298.0,"ALGINA J, 2001, STRUCT EQU MODELING",2001.0,782.0,STRUCTURAL EQUATION MODELING,journal,15328007,10705511,"1,815",Q1,132.0,,75.0,1118.0,176.0,74.0,"3,04","38,55","26,79",0.0,0.0,United Kingdom,Western Europe,Psychology Press Ltd,1994-2025,"Decision Sciences (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Modeling and Simulation (Q1); Sociology and Political Science (Q1)","Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences",2001.0,STRUCT EQU MODELING,
15381.0,"BAKIR C, 2020, PUBLIC ADMIN DEVELOP",2020.0,8808.0,PUBLIC ADMINISTRATION AND DEVELOPMENT,journal,02712075,1099162X,"0,574",Q2,56.0,,61.0,1485.0,111.0,58.0,"1,22","61,88","28,89",7.0,11.0,United Kingdom,Western Europe,John Wiley and Sons Ltd,1981-2025,Development (Q2); Public Administration (Q2),Social Sciences,2020.0,INT INST ADM SCI MG,
15386.0,"ROWLEY J, 2004, ONLINE INFORM REV",2004.0,8793.0,ONLINE INFORMATION REVIEW,journal,14684527,14684535,"0,246",Q3,78.0,,302.0,698.0,85.0,255.0,"0,34","15,86","34,04",8.0,0.0,United Kingdom,Western Europe,Emerald Group Publishing Ltd.,"1980-1995, 1997, 1999-2025",Computer Science Applications (Q3); Information Systems (Q3); Library and Information Sciences (Q3),Computer Science; Social Sciences,2004.0,ONLINE INFORM REV,
15388.0,"BAUM JR, 2004, J APPL PSYCHOL",2004.0,300.0,JOURNAL OF APPLIED PSYCHOLOGY,journal,19391854,00219010,"3,408",Q1,353.0,,317.0,5539.0,1388.0,316.0,"3,67","65,16","34,02",48.0,0.0,United States,Northern America,American Psychological Association,1917-2025,Applied Psychology (Q1),Psychology,2004.0,J APPL PSYCHOL,
15398.0,"NAUTA MM, 2004, J CAREER ASSESSMENT",2004.0,3793.0,JOURNAL OF CAREER ASSESSMENT,journal,10690727,15524590,"0,716",Q1,82.0,,74.0,1078.0,90.0,73.0,"1,20","37,17","47,37",5.0,0.0,United States,Northern America,SAGE Publications Inc.,1993-2025,Psychology (miscellaneous) (Q1); Applied Psychology (Q2); Organizational Behavior and Human Resource Management (Q2),"Business, Management and Accounting; Psychology",2004.0,J CAREER ASSESSMENT,
15400.0,"CUBERES D, 2019, REV DEV ECON",2019.0,12297.0,REVIEW OF DEVELOPMENT ECONOMICS,journal,14679361,13636669,"0,375",Q2,65.0,,231.0,3941.0,204.0,229.0,"0,95","45,30","31,09",46.0,74.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1997-2025,"Development (Q2); Geography, Planning and Development (Q2)",Social Sciences,2019.0,REV DEV ECON,
15430.0,"PETERSON NA, 2008, J COMMUNITY PSYCHOL",2008.0,4027.0,JOURNAL OF COMMUNITY PSYCHOLOGY,journal,15206629,00904392,"0,864",Q1,102.0,,167.0,2944.0,264.0,161.0,"1,43","42,06","63,22",25.0,0.0,United States,Northern America,Wiley-Liss Inc.,1973-2025,Social Work (Q1); Social Psychology (Q2),Psychology; Social Sciences,2008.0,J COMMUNITY PSYCHOL,
15519.0,"GOODELL JW, 2020, FINANC RES LETT",2020.0,2726.0,FINANCE RESEARCH LETTERS,journal,15446131,15446123,"1,339",Q1,123.0,,560.0,7390.0,2574.0,560.0,"4,87","24,72","27,30",58.0,80.0,Netherlands,Western Europe,Elsevier B.V.,2004-2025,Finance (Q1),"Economics, Econometrics and Finance",2020.0,FINANC RES LETT,
15536.0,"HOLDER MD, 2009, J HEALTH PSYCHOL",2009.0,3874.0,JOURNAL OF HEALTH PSYCHOLOGY,journal,14617277,13591053,"0,934",Q2,112.0,,270.0,4697.0,631.0,268.0,"2,07","36,98","56,51",33.0,0.0,United Kingdom,Western Europe,SAGE Publications Ltd,1996-2025,Applied Psychology (Q2),Psychology,2009.0,J HEALTH PSYCHOL,
15572.0,"KEEGAN BJ, 2024, INFORM SYST FRONT",2024.0,1426.0,INFORMATION SYSTEMS FRONTIERS,journal,15729419,13873326,"2,002",Q1,94.0,,357.0,17356.0,4139.0,341.0,"12,67","83,85",-,10.0,63.0,Netherlands,Western Europe,Springer Netherlands,1999-2025,Computer Networks and Communications (Q1); Information Systems (Q1); Software (Q1); Theoretical Computer Science (Q1),Computer Science; Mathematics,2024.0,INFORM SYST FRONT,
