subtopic_id,subtopic_label,member_count,representative_root_id,representative_node_id,top_terms,member_root_ids,member_node_ids
subtopic_1,marketing; historical; perspective; entrepreneurial; discusses,6,root_01,"MORRIS MH, 2002, J MARKET THEORY PRAC",marketing; historical; perspective; entrepreneurial; discusses; practice; text; sustained,root_01; root_02; root_03; root_08; root_10; root_12,"MORRIS MH, 2002, J MARKET THEORY PRAC; COLLINSON E, 2001, MANAGEMENT DECISION; STOKES D, 2000, J RES MARKETING ENTR; BARNEY J, 1991, J MANAGE; CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH; BJERKE B, 2002, ENTREPRENEURIAL MARK"
subtopic_2,orientation; market; performance; construct; effects,5,root_05,"MILLER D, 1983, MANAGE SCI",orientation; market; performance; construct; effects; business; proclivity; profitability,root_05; root_06; root_07; root_13; root_14,"MILLER D, 1983, MANAGE SCI; MATSUNO K, 2002, J MARKETING; LUMPKIN GT, 1996, ACAD MANAGE REV; NARVER JC, 1990, J MARKETING; KOHLI AK, 1990, J MARKETING"
subtopic_3,marketing; entrepreneurial; causation; toward; shift,5,root_09,"SARASVATHY SD, 2001, ACAD MANAGE REV",marketing; entrepreneurial; causation; toward; shift; inevitability; effectuation; economic,root_09; root_11; root_15; root_16; root_17,"SARASVATHY SD, 2001, ACAD MANAGE REV; READ S, 2009, J MARKETING; HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP; GILMORE A, 2011, J RES MARK ENTREP; HANSEN DJ, 2010, J RES MARK ENTREP"
subtopic_4,conceptual; framework; set; fields; field,1,root_04,"SHANE S, 2000, ACAD MANAGE REV",conceptual; framework; set; fields; field; entrepreneurship; promise; lacked,root_04,"SHANE S, 2000, ACAD MANAGE REV"
subtopic_5,success; outcome; goals; customer; creation,1,root_18,"BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",success; outcome; goals; customer; creation; entrepreneur; company; financial,root_18,"BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP"
subtopic_6,firm; performance; market; firms; scale,1,root_19,"ALQAHTANI N, 2022, J STRATEG MARK",firm; performance; market; firms; scale; size; turbulence; even,root_19,"ALQAHTANI N, 2022, J STRATEG MARK"
