leaf_rank,max_leaves_run,node_id,title,abstract,year,journal,source_title,doi,has_article_metadata,leaf_connection_score,sap_rank,internal_indegree,internal_outdegree,in_baseline_50,is_added_by_100_leaf_run
51,100,"JENSON I, 2020, J BUS RES",AN ENTREPRENEURIAL MARKETING PROCESS PERSPECTIVE OF THE ROLE OF INTERMEDIARIES IN PRODUCING INNOVATION OUTCOMES,"THE ACTIVITIES OF INNOVATION SYSTEM ACTORS, PARTICULARLY THE IMPORTANCE OF NETWORKS, ENTREPRENEURS, AND THE ROLE OF INTERMEDIARIES HAVE NOT YET BEEN INTEGRATED INTO A FRAMEWORK THAT EXPLAINS INNOVATION SYSTEM PERFORMANCE AT THE PROJECT LEVEL. THIS STUDY CONTRIBUTES BY EXPLORING THE ROLE OF THE INNOVATION SYSTEM'S ACTORS WITH RESPECT TO ITS PERFORMANCE. INNOVATION SYSTEM PERFORMANCE IS STUDIED USING MULTIPLE CASES OF PROJECTS USING STATISTICAL INFERENCE, NETWORK ANALYSIS, AND FUZZY-SET QUALITATIVE COMPARATIVE ANALYSIS. THE NUMBER OF ACTORS EFFECTIVELY INVOLVED IN PROJECTS IS POSITIVELY ASSOCIATED WITH INNOVATION SYSTEM PERFORMANCE. THE NETWORK OF RELATIONSHIPS IN THE CASE STUDY INNOVATION SYSTEM WAS RELATIVELY OPEN, SUCH THAT THE CONTRIBUTION OF SOME ACTORS ONLY BECAME AVAILABLE TO THE SYSTEM THROUGH THE CONDUIT OF OTHER ACTORS. BOTH RESEARCHERS AND INTERMEDIARIES ARE HIGHLY INVOLVED AND EFFECTIVE, AND THE INTERMEDIARIES' EFFECTIVENESS CONTRIBUTES TO INNOVATION SYSTEM PERFORMANCE. HOWEVER, THE PERCEIVED INVOLVEMENT OR EFFECTIVENESS OF THESE AND OTHER ACTORS DID NOT, ALONE, ENSURE THAT THE CONDITIONS REQUIRED FOR INNOVATION SYSTEM PERFORMANCE WERE MET. THE RESEARCH METHOD AND RESULTS APPLY TO ANY INNOVATION PROJECT, PARTICULARLY THOSE IN HIGHLY REGULATED, TECHNOLOGICAL FIELDS. THE PRESENT STUDY'S FINDINGS DEMONSTRATE THE APPLICATION OF INNOVATION SYSTEM THEORY AT THE PROJECT LEVEL. THE STUDY HAS IMPORTANT IMPLICATIONS FOR INTEGRATING ENTREPRENEURIAL MARKETING INTO INNOVATION SYSTEM POLICY AND PRACTICE.",2020.0,JOURNAL OF BUSINESS RESEARCH,J BUS RES,10.1016/j.jbusres.2019.09.054,True,8,831,0,16,False,True
